,date,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,crime_desc,Status,Status Desc,LOCATION,Cross Street,lonlat,rape,lon,lat
177922,2015-07-31,150413050,03/15/2015 12:00:00 AM,100,4,Hollenbeck,424,121,"RAPE, FORCIBLE",IC,Invest Cont,         MISSION                      RD,   VALLEY,"34.0651, -118.2081",1,34.0651, -118.2081
178217,2015-03-15,151409657,03/15/2015 12:00:00 AM,1,14,Pacific,1455,122,"RAPE, ATTEMPTED",IC,Invest Cont,         WESTLAWN                     AV,   GILMORE                      AV,"33.9906, -118.4254",1,33.9906, -118.4254
178344,2015-03-16,151807584,03/15/2015 12:00:00 AM,300,18,Southeast,1871,121,"RAPE, FORCIBLE",IC,Invest Cont,         ESTRELLA                     AV,   135TH                        ST,"33.9092, -118.2861",1,33.9092, -118.2861
178397,2015-03-15,152007601,03/15/2015 12:00:00 AM,1630,20,Olympic,2049,122,"RAPE, ATTEMPTED",AO,Adult Other, 2900    FRANCIS                      AV,,"34.0568, -118.2891",1,34.0568, -118.2891
178594,2015-03-14,150407742,03/14/2015 12:00:00 AM,2300,4,Hollenbeck,423,121,"RAPE, FORCIBLE",AO,Adult Other, 1800    WORKMAN                      ST,,"34.0638, -118.2141",1,34.0638, -118.2141
178598,2015-03-15,150500702,03/14/2015 12:00:00 AM,100,5,Harbor,525,121,"RAPE, FORCIBLE",AA,Adult Arrest,  400 N  AVALON                       BL,,"33.7742, -118.2620",1,33.7742, -118.2620
178658,2015-04-01,150609882,03/14/2015 12:00:00 AM,1700,6,Hollywood,636,121,"RAPE, FORCIBLE",IC,Invest Cont, 6300    HOLLYWOOD                    BL,,"34.1016, -118.3267",1,34.1016, -118.3267
178764,2015-03-14,151006957,03/14/2015 12:00:00 AM,100,10,West Valley,1063,121,"RAPE, FORCIBLE",AA,Adult Arrest,18400    VENTURA                      BL,,"34.1678, -118.5336",1,34.1678, -118.5336
178852,2015-03-16,151209054,03/14/2015 12:00:00 AM,2230,12,77th Street,1203,121,"RAPE, FORCIBLE",AA,Adult Arrest, 1600 W  51ST                         ST,,"33.9969, -118.3068",1,33.9969, -118.3068
178901,2015-03-15,151308187,03/14/2015 12:00:00 AM,2100,13,Newton,1351,121,"RAPE, FORCIBLE",AO,Adult Other,  300 W  41ST                         ST,,"34.0093, -118.2784",1,34.0093, -118.2784
179117,2015-03-15,151907839,03/14/2015 12:00:00 AM,2330,19,Mission,1964,122,"RAPE, ATTEMPTED",IC,Invest Cont,14600    NORDHOFF                     ST,,"34.2354, -118.4502",1,34.2354, -118.4502
179134,2015-03-14,152007540,03/14/2015 12:00:00 AM,230,20,Olympic,2035,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 S  CATALINA                     ST,,"34.0608, -118.2954",1,34.0608, -118.2954
179223,2015-03-13,150108684,03/13/2015 12:00:00 AM,1,1,Central,155,121,"RAPE, FORCIBLE",IC,Invest Cont,  200 E  6TH                          ST,,"34.0446, -118.2490",1,34.0446, -118.2490
179549,2015-07-10,151100769,03/13/2015 12:00:00 AM,2300,11,Northeast,1134,121,"RAPE, FORCIBLE",IC,Invest Cont, 3100    CARLYLE                      ST,,"34.1058, -118.2354",1,34.1058, -118.2354
179661,2015-03-13,151308107,03/13/2015 12:00:00 AM,1730,13,Newton,1351,121,"RAPE, FORCIBLE",AA,Adult Arrest,  200 W  41ST                         ST,,"34.0091, -118.2762",1,34.0091, -118.2762
179840,2015-03-22,151807832,03/13/2015 12:00:00 AM,2200,18,Southeast,1823,121,"RAPE, FORCIBLE",IC,Invest Cont,         AVALON,   97TH                         ST,"33.9483, -118.2652",1,33.9483, -118.2652
180069,2015-03-13,150407237,03/12/2015 12:00:00 AM,2000,4,Hollenbeck,417,121,"RAPE, FORCIBLE",IC,Invest Cont, 4000 N  MISSION                      RD,,"34.0778, -118.1938",1,34.0778, -118.1938
180075,2015-03-14,150500691,03/12/2015 12:00:00 AM,230,5,Harbor,557,121,"RAPE, FORCIBLE",AO,Adult Other,  200 S  GAFFEY                       ST,,"33.7424, -118.2923",1,33.7424, -118.2923
180202,2015-03-13,150900753,03/12/2015 12:00:00 AM,1330,9,Van Nuys,974,121,"RAPE, FORCIBLE",AO,Adult Other, 4400    VESPER                       AV,,"34.1513, -118.4509",1,34.1513, -118.4509
180477,2015-03-12,151807377,03/12/2015 12:00:00 AM,300,18,Southeast,1881,122,"RAPE, ATTEMPTED",IC,Invest Cont,         FIGUEROA,   GARDENA                      BL,"33.8819, -118.2826",1,33.8819, -118.2826
180534,2015-03-13,151907739,03/12/2015 12:00:00 AM,2345,19,Mission,1917,121,"RAPE, FORCIBLE",IC,Invest Cont,13000    DRONFIELD                    AV,,"34.3078, -118.4372",1,34.3078, -118.4372
180815,2015-03-11,150707043,03/11/2015 12:00:00 AM,1715,7,Wilshire,769,121,"RAPE, FORCIBLE",IC,Invest Cont,         VENICE                       BL,   6TH                          AV,"34.0436, -118.3237",1,34.0436, -118.3237
181358,2015-03-12,150207978,03/10/2015 12:00:00 AM,100,2,Rampart,211,121,"RAPE, FORCIBLE",AO,Adult Other,         HELIOTROPE                   DR,   HOLLYWOOD                    FY,"34.0822, -118.2953",1,34.0822, -118.2953
181489,2015-04-20,150611065,03/10/2015 12:00:00 AM,300,6,Hollywood,669,121,"RAPE, FORCIBLE",IC,Invest Cont, 5100    FOUNTAIN                     AV,,"34.0952, -118.3005",1,34.0952, -118.3005
181571,2015-03-10,150907381,03/10/2015 12:00:00 AM,1235,9,Van Nuys,923,121,"RAPE, FORCIBLE",IC,Invest Cont, 6600    SEPULVEDA                    BL,,"34.1903, -118.4662",1,34.1903, -118.4662
181887,2015-06-03,151811817,03/10/2015 12:00:00 AM,2100,18,Southeast,1844,121,"RAPE, FORCIBLE",AO,Adult Other,  300 E  109TH                        ST,,"33.9374, -118.2695",1,33.9374, -118.2695
181892,2015-03-10,151907535,03/10/2015 12:00:00 AM,200,19,Mission,1974,121,"RAPE, FORCIBLE",AO,Adult Other,14600    NORDHOFF                     ST,,"34.2354, -118.4502",1,34.2354, -118.4502
181941,2015-03-10,152007388,03/10/2015 12:00:00 AM,230,20,Olympic,2005,121,"RAPE, FORCIBLE",AO,Adult Other,         MELROSE                      AV,   NORMANDIE                    AV,"34.0836, -118.3016",1,34.0836, -118.3016
181962,2015-03-10,152107136,03/10/2015 12:00:00 AM,1030,21,Topanga,2158,121,"RAPE, FORCIBLE",IC,Invest Cont, 6200    VARIEL                       AV,,"34.1829, -118.5928",1,34.1829, -118.5928
182088,2015-04-18,150310777,03/09/2015 12:00:00 AM,400,3,Southwest,395,121,"RAPE, FORCIBLE",AO,Adult Other, 4100 S  WESTERN                      AV,,"34.0099, -118.3089",1,34.0099, -118.3089
182125,2015-03-09,150507043,03/09/2015 12:00:00 AM,1245,5,Harbor,527,121,"RAPE, FORCIBLE",IC,Invest Cont,  500    PIER A                       ST,,"33.7627, -118.2666",1,33.7627, -118.2666
182671,2015-03-08,150108303,03/08/2015 12:00:00 AM,200,1,Central,111,122,"RAPE, ATTEMPTED",IC,Invest Cont,         CESAR E CHAVEZ,   SPRING,"34.0582, -118.2387",1,34.0582, -118.2387
182719,2015-03-08,150300652,03/08/2015 12:00:00 AM,830,3,Southwest,361,121,"RAPE, FORCIBLE",IC,Invest Cont, 3900    GIBRALTAR                    AV,,"34.0161, -118.3547",1,34.0161, -118.3547
182833,2015-03-09,150608419,03/08/2015 12:00:00 AM,2100,6,Hollywood,666,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100 N  CAHUENGA                     BL,,"34.0908, -118.3289",1,34.0908, -118.3289
182870,2015-03-08,150707851,03/08/2015 12:00:00 AM,300,7,Wilshire,763,121,"RAPE, FORCIBLE",AA,Adult Arrest, 1500 S  ORANGE GROVE                 AV,,"34.0495, -118.3660",1,34.0495, -118.3660
183068,2015-03-08,151507818,03/08/2015 12:00:00 AM,345,15,N Hollywood,1549,122,"RAPE, ATTEMPTED",AO,Adult Other,         CHANDLER,   SATSUMA,"34.1687, -118.3675",1,34.1687, -118.3675
183167,2015-03-08,151900697,03/08/2015 12:00:00 AM,50,19,Mission,1964,122,"RAPE, ATTEMPTED",IC,Invest Cont,14700    NORDHOFF                     ST,,"34.2355, -118.4536",1,34.2355, -118.4536
183263,2015-03-07,150108268,03/07/2015 12:00:00 AM,2140,1,Central,157,121,"RAPE, FORCIBLE",IC,Invest Cont,         7TH                          ST,   STANFORD                     AV,"34.0390, -118.2444",1,34.0390, -118.2444
183616,2015-09-28,151117568,03/07/2015 12:00:00 AM,200,11,Northeast,1109,121,"RAPE, FORCIBLE",IC,Invest Cont, 5100    LA RODA                      AV,,"34.1394, -118.2047",1,34.1394, -118.2047
183733,2015-03-29,151410945,03/07/2015 12:00:00 AM,2230,14,Pacific,1489,121,"RAPE, FORCIBLE",AO,Adult Other, 5400 W  99TH                         PL,,"33.9468, -118.3755",1,33.9468, -118.3755
183890,2015-03-07,152007199,03/07/2015 12:00:00 AM,300,20,Olympic,2024,121,"RAPE, FORCIBLE",IC,Invest Cont,  500 S  WESTERN                      AV,,"34.0654, -118.3091",1,34.0654, -118.3091
183972,2015-03-09,150108319,03/06/2015 12:00:00 AM,1700,1,Central,155,121,"RAPE, FORCIBLE",IC,Invest Cont,  200 E  6TH                          ST,,"34.0446, -118.2490",1,34.0446, -118.2490
183976,2015-03-09,150108382,03/06/2015 12:00:00 AM,300,1,Central,153,121,"RAPE, FORCIBLE",IC,Invest Cont,         5TH,   BROADWAY,"34.0481, -118.2507",1,34.0481, -118.2507
183981,2015-03-18,150109048,03/06/2015 12:00:00 AM,1700,1,Central,162,121,"RAPE, FORCIBLE",IC,Invest Cont,         7TH                          ST,   HOPE                         ST,"34.0480, -118.2577",1,34.0480, -118.2577
184344,2015-03-10,151208665,03/06/2015 12:00:00 AM,1900,12,77th Street,1266,121,"RAPE, FORCIBLE",JA,Juv Arrest,  800 W  80TH                         ST,,"33.9667, -118.2871",1,33.9667, -118.2871
184945,2015-03-05,150907131,03/05/2015 12:00:00 AM,1900,9,Van Nuys,915,121,"RAPE, FORCIBLE",AO,Adult Other,14400    VANOWEN                      ST,,"34.1939, -118.4466",1,34.1939, -118.4466
185293,2015-03-06,152100528,03/05/2015 12:00:00 AM,1,21,Topanga,2185,121,"RAPE, FORCIBLE",AA,Adult Arrest, 4800    REFORMA                      RD,,"34.1569, -118.6162",1,34.1569, -118.6162
185387,2015-04-22,150210013,03/04/2015 12:00:00 AM,600,2,Rampart,265,121,"RAPE, FORCIBLE",IC,Invest Cont,  800 S  WESTLAKE                     AV,,"34.0544, -118.2767",1,34.0544, -118.2767
185490,2015-03-04,150608104,03/04/2015 12:00:00 AM,1945,6,Hollywood,643,121,"RAPE, FORCIBLE",IC,Invest Cont, 7200    FRANKLIN                     AV,,"34.1037, -118.3459",1,34.1037, -118.3459
185492,2015-03-04,150608141,03/04/2015 12:00:00 AM,1900,6,Hollywood,638,121,"RAPE, FORCIBLE",IC,Invest Cont,         GRAMERCY                     PL,   FRANKLIN                     AV,"34.1054, -118.3123",1,34.1054, -118.3123
185548,2015-03-07,150900723,03/04/2015 12:00:00 AM,1730,9,Van Nuys,914,121,"RAPE, FORCIBLE",IC,Invest Cont,         SEPULVEDA                    BL,   VOSE                         ST,"34.1985, -118.4662",1,34.1985, -118.4662
186056,2015-03-03,150406723,03/03/2015 12:00:00 AM,2030,4,Hollenbeck,471,121,"RAPE, FORCIBLE",IC,Invest Cont,         MISSION                      RD,   7TH                          ST,"34.0344, -118.2257",1,34.0344, -118.2257
186171,2015-03-06,150806647,03/03/2015 12:00:00 AM,2245,8,West LA,896,121,"RAPE, FORCIBLE",IC,Invest Cont, 9800    NATIONAL                     BL,,"34.0314, -118.3998",1,34.0314, -118.3998
186181,2015-03-05,150900703,03/03/2015 12:00:00 AM,2300,9,Van Nuys,911,121,"RAPE, FORCIBLE",IC,Invest Cont,         SEPULVEDA                    BL,   VANOWEN,"34.1939, -118.4662",1,34.1939, -118.4662
186487,2015-03-03,151806834,03/03/2015 12:00:00 AM,15,18,Southeast,1849,122,"RAPE, ATTEMPTED",AA,Adult Arrest, 1900 E  113TH                        ST,,"33.9325, -118.2390",1,33.9325, -118.2390
186601,2015-03-04,152106878,03/03/2015 12:00:00 AM,200,21,Topanga,2137,121,"RAPE, FORCIBLE",AO,Adult Other, 7200    KELVIN                       AV,,"34.2011, -118.5863",1,34.2011, -118.5863
186862,2015-03-02,150906902,03/02/2015 12:00:00 AM,130,9,Van Nuys,916,121,"RAPE, FORCIBLE",AO,Adult Other,13800    SHERMAN                      WY,,"34.2012, -118.4335",1,34.2012, -118.4335
187174,2015-03-02,151800676,03/02/2015 12:00:00 AM,800,18,Southeast,1802,121,"RAPE, FORCIBLE",AO,Adult Other,  400 W  87TH                         ST,,"33.9587, -118.2815",1,33.9587, -118.2815
187389,2015-07-05,150214117,03/01/2015 12:00:00 AM,1,2,Rampart,211,121,"RAPE, FORCIBLE",IC,Invest Cont,         SANTA MONICA,   VERMONT,"34.0369, -118.2915",1,34.0369, -118.2915
187390,2015-07-14,150214575,03/01/2015 12:00:00 AM,1900,2,Rampart,235,121,"RAPE, FORCIBLE",AO,Adult Other,  100 N  LAKE                         ST,,"34.0671, -118.2713",1,34.0671, -118.2713
187581,2015-08-24,150713889,03/01/2015 12:00:00 AM,400,7,Wilshire,767,121,"RAPE, FORCIBLE",AA,Adult Arrest, 1400 S  BRONSON                      AV,,"34.0466, -118.3261",1,34.0466, -118.3261
187650,2015-03-24,150910073,03/01/2015 12:00:00 AM,100,9,Van Nuys,941,121,"RAPE, FORCIBLE",IC,Invest Cont, 5600    SEPULVEDA                    BL,,"34.1721, -118.4662",1,34.1721, -118.4662
187689,2015-10-07,151015813,03/01/2015 12:00:00 AM,1500,10,West Valley,1001,121,"RAPE, FORCIBLE",IC,Invest Cont,         SATICOY                      ST,   SHIRLEY                      AV,"34.2084, -118.5579",1,34.2084, -118.5579
187690,2015-11-25,151017937,03/01/2015 12:00:00 AM,1200,10,West Valley,1033,121,"RAPE, FORCIBLE",IC,Invest Cont, 6200    RESEDA                       BL,,"34.1830, -118.5360",1,34.1830, -118.5360
187861,2015-03-11,151409407,03/01/2015 12:00:00 AM,1900,14,Pacific,1428,122,"RAPE, ATTEMPTED",AO,Adult Other, 3100    OVERLAND                     AV,,"34.0308, -118.4163",1,34.0308, -118.4163
187911,2015-03-01,151600637,03/01/2015 12:00:00 AM,130,16,Foothill,1657,121,"RAPE, FORCIBLE",AO,Adult Other, 7100    GREELEY                      ST,,"34.2490, -118.2859",1,34.2490, -118.2859
188067,2015-09-08,151917752,03/01/2015 12:00:00 AM,1200,19,Mission,1988,121,"RAPE, FORCIBLE",AA,Adult Arrest,13500    RANGOON                      ST,,"34.2276, -118.4271",1,34.2276, -118.4271
188075,2015-03-01,152006942,03/01/2015 12:00:00 AM,130,20,Olympic,2049,121,"RAPE, FORCIBLE",JA,Juv Arrest, 2800    FRANCIS                      AV,,"34.0568, -118.2867",1,34.0568, -118.2867
188274,2015-02-28,150406985,02/28/2015 12:00:00 AM,400,4,Hollenbeck,411,121,"RAPE, FORCIBLE",IC,Invest Cont,      N  BROADWAY,   AVENUE 19,"34.0721, -118.2213",1,34.0721, -118.2213
188336,2015-03-08,150608274,02/28/2015 12:00:00 AM,115,6,Hollywood,645,121,"RAPE, FORCIBLE",IC,Invest Cont, 1700 N  HIGHLAND                     AV,,"34.1016, -118.3387",1,34.1016, -118.3387
188375,2015-03-01,150806429,02/28/2015 12:00:00 AM,2340,8,West LA,806,121,"RAPE, FORCIBLE",AA,Adult Arrest,10800    SAVONA                       RD,,"34.1003, -118.4595",1,34.1003, -118.4595
188980,2015-03-03,150600668,02/27/2015 12:00:00 AM,1300,6,Hollywood,638,121,"RAPE, FORCIBLE",IC,Invest Cont, 1700    TAFT                         AV,,"34.1017, -118.3147",1,34.1017, -118.3147
189294,2015-04-15,151412424,02/27/2015 12:00:00 AM,200,14,Pacific,1496,121,"RAPE, FORCIBLE",IC,Invest Cont,         98TH,   VICKSBURG,"33.9474, -118.3939",1,33.9474, -118.3939
189503,2015-03-09,152007307,02/27/2015 12:00:00 AM,1545,20,Olympic,2017,121,"RAPE, FORCIBLE",IC,Invest Cont,  200 S  NEW HAMPSHIRE                AV,,"34.0709, -118.2929",1,34.0709, -118.2929
189528,2015-03-01,152106753,02/27/2015 12:00:00 AM,2300,21,Topanga,2175,122,"RAPE, ATTEMPTED",AA,Adult Arrest,22700    DEL VALLE                    ST,,"34.1660, -118.6203",1,34.1660, -118.6203
189691,2015-02-27,150600651,02/26/2015 12:00:00 AM,1,6,Hollywood,632,121,"RAPE, FORCIBLE",IC,Invest Cont,         LONDONDERRY                  PL,   LONDONDERRY                  VW,"0.0000, 0.0000",1,0.0000, 0.0000
189981,2015-04-02,151411103,02/26/2015 12:00:00 AM,2100,14,Pacific,1464,121,"RAPE, FORCIBLE",IC,Invest Cont,         LINCOLN                      BL,   JEFFERSON                    AV,"33.9677, -118.4274",1,33.9677, -118.4274
190386,2015-02-25,150700621,02/25/2015 12:00:00 AM,2235,7,Wilshire,721,121,"RAPE, FORCIBLE",AO,Adult Other,  400 S  LA CIENEGA                   BL,,"34.0711, -118.3764",1,34.0711, -118.3764
190506,2015-02-25,151006231,02/25/2015 12:00:00 AM,1930,10,West Valley,1021,122,"RAPE, ATTEMPTED",IC,Invest Cont,         ARCHWOOD                     ST,   SHIRLEY                      AV,"34.1922, -118.5579",1,34.1922, -118.5579
191100,2015-02-25,150906630,02/24/2015 12:00:00 AM,200,9,Van Nuys,901,121,"RAPE, FORCIBLE",IC,Invest Cont,         SEPULVEDA                    BL,   SHERMAN                      WY,"34.2012, -118.4662",1,34.2012, -118.4662
192038,2015-02-23,151806478,02/23/2015 12:00:00 AM,1030,18,Southeast,1862,121,"RAPE, FORCIBLE",AO,Adult Other,  100 W  116TH                        ST,,"33.9301, -118.2741",1,33.9301, -118.2741
192251,2015-02-22,150400604,02/22/2015 12:00:00 AM,1210,4,Hollenbeck,457,121,"RAPE, FORCIBLE",IC,Invest Cont,  400 N  SOTO                         ST,,"34.0477, -118.2072",1,34.0477, -118.2072
192282,2015-02-25,150406800,02/22/2015 12:00:00 AM,2030,4,Hollenbeck,452,121,"RAPE, FORCIBLE",IC,Invest Cont,  400    PROGRESS                     PL,,"34.0522, -118.2224",1,34.0522, -118.2224
192777,2015-02-26,152006828,02/22/2015 12:00:00 AM,1830,20,Olympic,2091,121,"RAPE, FORCIBLE",IC,Invest Cont, 2300 W  20TH                         ST,,"34.0390, -118.3148",1,34.0390, -118.3148
192811,2015-02-21,150107251,02/21/2015 12:00:00 AM,200,1,Central,162,121,"RAPE, FORCIBLE",IC,Invest Cont,  700 W  7TH                          ST,,"34.0480, -118.2577",1,34.0480, -118.2577
193126,2015-02-22,151106494,02/21/2015 12:00:00 AM,2300,11,Northeast,1163,121,"RAPE, FORCIBLE",AO,Adult Other, 1100 N  EDGEMONT                     ST,,"34.0909, -118.2961",1,34.0909, -118.2961
193165,2015-02-22,151207634,02/21/2015 12:00:00 AM,300,12,77th Street,1241,121,"RAPE, FORCIBLE",IC,Invest Cont, 3400 W  63RD                         ST,,"33.9829, -118.3309",1,33.9829, -118.3309
193256,2015-02-21,151500584,02/21/2015 12:00:00 AM,1710,15,N Hollywood,1521,121,"RAPE, FORCIBLE",AO,Adult Other, 6900    FULTON                       AV,,"34.1959, -118.4225",1,34.1959, -118.4225
193373,2015-02-23,151806473,02/21/2015 12:00:00 AM,700,18,Southeast,1822,121,"RAPE, FORCIBLE",IC,Invest Cont,         BROADWAY,   CENTURY,"33.9456, -118.2781",1,33.9456, -118.2781
193391,2015-02-22,151906644,02/21/2015 12:00:00 AM,1800,19,Mission,1912,121,"RAPE, FORCIBLE",AO,Adult Other,         FOOTHILL,   GLENOAKS,"34.3229, -118.4716",1,34.3229, -118.4716
193402,2015-02-25,151906792,02/21/2015 12:00:00 AM,1700,19,Mission,1972,121,"RAPE, FORCIBLE",AO,Adult Other,15300    RAYEN                        ST,,"34.2319, -118.4655",1,34.2319, -118.4655
193466,2015-02-23,150100666,02/20/2015 12:00:00 AM,1,1,Central,143,121,"RAPE, FORCIBLE",IC,Invest Cont,  200 W  5TH                          ST,,"34.0474, -118.2496",1,34.0474, -118.2496
193712,2015-06-02,150710554,02/20/2015 12:00:00 AM,2200,7,Wilshire,752,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100 S  LA CIENEGA                   BL,,"34.0571, -118.3762",1,34.0571, -118.3762
194197,2015-04-15,152108805,02/20/2015 12:00:00 AM,130,21,Topanga,2187,121,"RAPE, FORCIBLE",AO,Adult Other,21800    PROVIDENCIA                  ST,,"34.1576, -118.6028",1,34.1576, -118.6028
194232,2015-02-20,150107204,02/19/2015 12:00:00 AM,2200,1,Central,191,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100 W  PICO                         BL,,"34.0419, -118.2708",1,34.0419, -118.2708
194847,2015-02-19,152000527,02/19/2015 12:00:00 AM,1945,20,Olympic,2076,121,"RAPE, FORCIBLE",AO,Adult Other, 1700 S  VERMONT                      AV,,"34.0427, -118.2916",1,34.0427, -118.2916
195123,2015-02-20,150706251,02/18/2015 12:00:00 AM,1930,7,Wilshire,755,121,"RAPE, FORCIBLE",IC,Invest Cont,         DUNSMUIR,   PACKARD,"34.0504, -118.3532",1,34.0504, -118.3532
195238,2015-02-18,151106338,02/18/2015 12:00:00 AM,850,11,Northeast,1118,121,"RAPE, FORCIBLE",AO,Adult Other, 5700 N  FIGUEROA                     ST,,"34.1096, -118.1928",1,34.1096, -118.1928
195312,2015-04-16,151211255,02/18/2015 12:00:00 AM,1945,12,77th Street,1203,121,"RAPE, FORCIBLE",IC,Invest Cont, 1700 W  VERNON                       AV,,"34.0037, -118.3089",1,34.0037, -118.3089
195346,2015-02-18,151407687,02/18/2015 12:00:00 AM,340,14,Pacific,1435,121,"RAPE, FORCIBLE",IC,Invest Cont,         PALMS                        AV,   SAWTELLE                     BL,"34.0183, -118.4252",1,34.0183, -118.4252
195422,2015-02-18,151605782,02/18/2015 12:00:00 AM,300,16,Foothill,1685,121,"RAPE, FORCIBLE",AO,Adult Other, 8100    IRVINE                       AV,,"34.2176, -118.3851",1,34.2176, -118.3851
195485,2015-02-18,151806238,02/18/2015 12:00:00 AM,730,18,Southeast,1849,122,"RAPE, ATTEMPTED",AO,Adult Other, 2200 E  113TH                        ST,,"33.9325, -118.2335",1,33.9325, -118.2335
195511,2015-03-19,151807738,02/18/2015 12:00:00 AM,1900,18,Southeast,1822,121,"RAPE, FORCIBLE",IC,Invest Cont,  100 W  CENTURY                      BL,,"33.9456, -118.2739",1,33.9456, -118.2739
195595,2015-02-17,150106936,02/17/2015 12:00:00 AM,330,1,Central,164,122,"RAPE, ATTEMPTED",IC,Invest Cont,         7TH                          ST,   MAPLE                        AV,"34.0419, -118.2485",1,34.0419, -118.2485
195676,2015-02-17,150306895,02/17/2015 12:00:00 AM,700,3,Southwest,398,121,"RAPE, FORCIBLE",IC,Invest Cont,  700 W  43RD                         PL,,"34.0046, -118.2857",1,34.0046, -118.2857
195991,2015-02-17,151306642,02/17/2015 12:00:00 AM,2250,13,Newton,1309,121,"RAPE, FORCIBLE",IC,Invest Cont,         LEMON                        ST,   OLYMPIC                      AV,"34.0262, -118.2334",1,34.0262, -118.2334
196626,2015-02-16,151407559,02/16/2015 12:00:00 AM,330,14,Pacific,1469,121,"RAPE, FORCIBLE",IC,Invest Cont, 7100    ALVERN                       ST,,"33.9750, -118.3774",1,33.9750, -118.3774
196967,2015-03-20,150308878,02/15/2015 12:00:00 AM,1000,3,Southwest,334,121,"RAPE, FORCIBLE",IC,Invest Cont, 3400 S  NORTON                       AV,,"34.0256, -118.3327",1,34.0256, -118.3327
196972,2015-04-08,150400663,02/15/2015 12:00:00 AM,1,4,Hollenbeck,411,121,"RAPE, FORCIBLE",JA,Juv Arrest, 1700 N  BROADWAY,,"34.0720, -118.2242",1,34.0720, -118.2242
197131,2015-02-15,150906208,02/15/2015 12:00:00 AM,505,9,Van Nuys,943,121,"RAPE, FORCIBLE",AO,Adult Other,14300    OXNARD                       ST,,"34.1794, -118.4444",1,34.1794, -118.4444
197634,2015-03-18,150208263,02/14/2015 12:00:00 AM,2300,2,Rampart,211,121,"RAPE, FORCIBLE",AO,Adult Other,  600 N  NORMANDIE                    AV,,"34.0821, -118.3004",1,34.0821, -118.3004
197638,2015-02-15,150300603,02/14/2015 12:00:00 AM,1200,3,Southwest,398,121,"RAPE, FORCIBLE",IC,Invest Cont,  500 W  42ND                         ST,,"34.0071, -118.2827",1,34.0071, -118.2827
197912,2015-02-15,151106181,02/14/2015 12:00:00 AM,2100,11,Northeast,1147,121,"RAPE, FORCIBLE",IC,Invest Cont,         CYPRESS,   DIVISION,"34.1027, -118.2363",1,34.1027, -118.2363
197961,2015-05-01,151212291,02/14/2015 12:00:00 AM,2350,12,77th Street,1239,121,"RAPE, FORCIBLE",AO,Adult Other,  700 W  59TH                         PL,,"33.9860, -118.2859",1,33.9860, -118.2859
198314,2015-02-15,150206512,02/13/2015 12:00:00 AM,1200,2,Rampart,212,121,"RAPE, FORCIBLE",IC,Invest Cont,  400 N  HOOVER                       ST,,"34.0779, -118.2844",1,34.0779, -118.2844
198357,2015-02-16,150306790,02/13/2015 12:00:00 AM,2300,3,Southwest,314,121,"RAPE, FORCIBLE",IC,Invest Cont, 3600 W  ADAMS                        BL,,"34.0326, -118.3239",1,34.0326, -118.3239
198932,2015-02-20,151906586,02/13/2015 12:00:00 AM,2200,19,Mission,1969,121,"RAPE, FORCIBLE",JO,Juv Other,13500    KAGEL CANYON                 ST,,"34.2463, -118.4276",1,34.2463, -118.4276
199446,2015-02-18,151207366,02/12/2015 12:00:00 AM,2000,12,77th Street,1211,121,"RAPE, FORCIBLE",AO,Adult Other, 5200 S  VAN NESS                     AV,,"33.9951, -118.3171",1,33.9951, -118.3171
199754,2015-02-13,152105966,02/12/2015 12:00:00 AM,2100,21,Topanga,2126,121,"RAPE, FORCIBLE",JO,Juv Other, 7800    GAZETTE                      AV,,"34.2120, -118.5874",1,34.2120, -118.5874
200067,2015-02-13,150906112,02/11/2015 12:00:00 AM,300,9,Van Nuys,923,121,"RAPE, FORCIBLE",AO,Adult Other,14600    GILMORE                      ST,,"34.1877, -118.4509",1,34.1877, -118.4509
200462,2015-02-11,150200569,02/10/2015 12:00:00 AM,2145,2,Rampart,211,121,"RAPE, FORCIBLE",IC,Invest Cont, 4200    MELROSE                      AV,,"34.0836, -118.2917",1,34.0836, -118.2917
200609,2015-02-10,150606697,02/10/2015 12:00:00 AM,100,6,Hollywood,644,121,"RAPE, FORCIBLE",AA,Adult Arrest, 7100 W  SUNSET                       BL,,"34.0980, -118.3441",1,34.0980, -118.3441
200854,2015-03-06,151408941,02/10/2015 12:00:00 AM,1,14,Pacific,1469,121,"RAPE, FORCIBLE",AO,Adult Other, 7000    ALVERN                       ST,,"33.9758, -118.3767",1,33.9758, -118.3767
201071,2015-02-09,150106469,02/09/2015 12:00:00 AM,330,1,Central,157,121,"RAPE, FORCIBLE",IC,Invest Cont,         7TH,   SAN PEDRO                    ST,"34.0401, -118.2459",1,34.0401, -118.2459
201999,2015-09-11,150814739,02/08/2015 12:00:00 AM,1,8,West LA,828,121,"RAPE, FORCIBLE",IC,Invest Cont,  900    HILGARD                      AV,,"34.0641, -118.4411",1,34.0641, -118.4411
202017,2015-02-08,150905870,02/08/2015 12:00:00 AM,5,9,Van Nuys,948,121,"RAPE, FORCIBLE",AO,Adult Other, 5500    WOODMAN                      AV,,"34.1703, -118.4312",1,34.1703, -118.4312
